,accession,assembly,biological_replicates,file_format,file_size,output_type,status,url,organism,cell_line,target
0,ENCFF879VNW,hg19,[1],bigWig,1449163109,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/21df194d-ee4e-4aa6-acf8-fb4df5dc754a/ENCFF879VNW.bigWig,human,HEK293,OVOL3
0,ENCFF151URN,hg19,[2],bigWig,896058422,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/03/ea1db5a3-81ad-414b-93b5-a3e649b03a1e/ENCFF151URN.bigWig,human,OCI-LY3,H3K4me2
1,ENCFF948IZK,GRCh38,"[1, 2]",bigWig,1397857909,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/04/bf8a1387-3845-48c1-9314-815f20efafef/ENCFF948IZK.bigWig,human,OCI-LY3,H3K4me2
2,ENCFF237TVF,GRCh38,[2],bigWig,893904695,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/04/53d4e704-76a1-4326-86d2-243cd74fb8d6/ENCFF237TVF.bigWig,human,OCI-LY3,H3K4me2
0,ENCFF105LNX,hg19,[1],bigWig,2352780464,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/17/3c15aa53-2b75-4b1b-96e6-12bfb1be32f4/ENCFF105LNX.bigWig,human,K562,KDM1A
0,ENCFF186PKK,hg19,[1],bigWig,1737989291,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/16/f3ca3680-13c8-46fe-be78-7bcd617100ec/ENCFF186PKK.bigWig,human,HEK293,ZNF501
0,ENCFF222ZXG,GRCh38,[2],bigWig,169052824,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/08/12/d810a605-e25c-4ea7-827d-99eb513ed756/ENCFF222ZXG.bigWig,human,K562,H3K4me3
0,ENCFF308IRW,hg19,[1],bigWig,1393285346,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/17/3900a977-8819-4529-923c-a59fcc4a461f/ENCFF308IRW.bigWig,human,K562,NCOA6
0,ENCFF895YEO,GRCh38,[2],bigWig,354050492,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/862fec96-2c8a-4f07-9369-d45d42cc2ef2/ENCFF895YEO.bigWig,human,HepG2,JUND
1,ENCFF009FVW,GRCh38,"[1, 2]",bigWig,490000399,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/05a3981f-7794-49b6-bb30-ad6c1a8d4c1d/ENCFF009FVW.bigWig,human,HepG2,JUND
2,ENCFF402COT,GRCh38,[1],bigWig,208995649,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/30bd63c1-dbbb-4bb7-8ae9-5cab2d112fed/ENCFF402COT.bigWig,human,HepG2,JUND
3,ENCFF487YGR,hg19,[1],bigWig,210237703,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/08/1a792e01-bd52-4e46-b54b-fef111a160a8/ENCFF487YGR.bigWig,human,HepG2,JUND
0,ENCFF201JLZ,GRCh38,[2],bigWig,1947150710,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/05/a98a6228-18f5-4142-af09-4b321da52ac8/ENCFF201JLZ.bigWig,human,22Rv1,ZFX
0,ENCFF014VAP,GRCh38,"[1, 2]",bigWig,1242124044,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/17/45b57b3f-ae74-4a6a-abec-041b944d3e77/ENCFF014VAP.bigWig,human,Karpas-422,H3K9ac
1,ENCFF482IDW,GRCh38,[1],bigWig,827448275,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/17/7ec7ed71-1492-41aa-acc0-b4e8192df8a1/ENCFF482IDW.bigWig,human,Karpas-422,H3K9ac
2,ENCFF148YYN,hg19,[1],bigWig,827794157,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/17/a52386c9-967c-4087-bbe2-2bbd56f43835/ENCFF148YYN.bigWig,human,Karpas-422,H3K9ac
0,ENCFF009YSQ,GRCh38,[1],bigWig,270232964,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/c60ed25e-3a46-4d2a-9a0c-23658e410551/ENCFF009YSQ.bigWig,human,SK-N-SH,POLR2AphosphoS5
1,ENCFF602NKU,GRCh38,"[1, 2]",bigWig,853042812,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/8f8cf9a8-b6fe-4100-9e8e-e122ad086d7c/ENCFF602NKU.bigWig,human,SK-N-SH,POLR2AphosphoS5
2,ENCFF167CJH,hg19,[1],bigWig,271382172,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/16/c2c69fe7-b4db-4868-92e2-308dbd4169aa/ENCFF167CJH.bigWig,human,SK-N-SH,POLR2AphosphoS5
0,ENCFF595QZS,GRCh38,"[1, 2]",bigWig,450240031,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/20/25e15762-2ecb-46ad-9188-b5a3992f319d/ENCFF595QZS.bigWig,human,GM12878,IRF3
0,ENCFF277BIB,hg19,[2],bigWig,1369773893,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/09/4d2d0f77-9362-476e-83bb-84a500d42b72/ENCFF277BIB.bigWig,human,PC-3,H3K9ac
1,ENCFF161WJI,GRCh38,[2],bigWig,1367915757,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/09/309e9677-f0b6-4ebd-90e5-203451e85664/ENCFF161WJI.bigWig,human,PC-3,H3K9ac
0,ENCFF648XXD,GRCh38,"[2, 3]",bigWig,2325737157,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/05/23/acc1cdc7-57a5-4fc7-bb4a-51fda8bd9ba6/ENCFF648XXD.bigWig,human,K562,MTA3
1,ENCFF998FDB,hg19,[2],bigWig,1326067233,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/06/9ddc9e92-b2af-41b4-931c-acf026b11d6d/ENCFF998FDB.bigWig,human,K562,MTA3
2,ENCFF453NPD,hg19,[3],bigWig,1386490040,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/06/8b226824-6b7b-4e61-9262-9a9a44c882b1/ENCFF453NPD.bigWig,human,K562,MTA3
3,ENCFF230NBV,hg19,"[2, 3]",bigWig,2326527156,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/06/ca1efb31-b294-47f0-86ef-30b610260175/ENCFF230NBV.bigWig,human,K562,MTA3
0,ENCFF427SJV,hg19,[2],bigWig,451510400,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/07/0c5ff8d0-3c4d-407d-bfbf-88ebb63601fd/ENCFF427SJV.bigWig,human,HepG2,BRCA1
0,ENCFF002QXR,hg19,[2],bigWig,1566059575,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/17/5edf4775-a213-46a0-9111-567c4292bdf0/ENCFF002QXR.bigWig,human,MCF-7,DDX20
0,ENCFF590UDN,hg19,[1],bigWig,880328510,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/13/16145a38-63b8-42b7-926c-fef6b8c37b27/ENCFF590UDN.bigWig,human,H1,HDAC2
1,ENCFF301BGQ,hg19,[2],bigWig,1500376775,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/13/d2d9bc5e-aac4-4271-a17c-3af57f8ed845/ENCFF301BGQ.bigWig,human,H1,HDAC2
2,ENCFF332ZCB,hg19,"[1, 2]",bigWig,1719374831,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/13/391b89b0-377f-457e-85b0-e414a3adfc54/ENCFF332ZCB.bigWig,human,H1,HDAC2
0,ENCFF580XFG,GRCh38,[1],bigWig,564668279,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/fb41f6b9-7011-4457-8d5f-0958752b1b41/ENCFF580XFG.bigWig,human,K562,ETV1
1,ENCFF344GVP,GRCh38,"[1, 2]",bigWig,1109078847,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/8ce626af-27ee-4c97-a208-7641b33fe96f/ENCFF344GVP.bigWig,human,K562,ETV1
0,ENCFF082CZO,hg19,"[1, 2]",bigWig,2382085231,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/24/2c10c217-9d1d-4dc9-be25-bd6e8912aa28/ENCFF082CZO.bigWig,human,GM12878,ZNF687
0,ENCFF214WAD,hg19,[1],bigWig,1401639751,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/08/31/709402a1-ac71-4c6b-bd0b-4dbe59d0b85e/ENCFF214WAD.bigWig,human,K562,ATF3
1,ENCFF139ZAI,hg19,[2],bigWig,1409753238,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/08/31/1d0ccba1-d829-4221-8a7f-eab0d5e946c5/ENCFF139ZAI.bigWig,human,K562,ATF3
2,ENCFF481PMC,GRCh38,"[1, 2]",bigWig,2345702691,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/08/31/90fa212a-c8bb-4bbf-bb8b-8f1cc42f9cc5/ENCFF481PMC.bigWig,human,K562,ATF3
0,ENCFF182CLS,hg19,"[1, 2]",bigWig,2051316031,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/24/e483ec42-b5c3-4531-87df-80d781ddd743/ENCFF182CLS.bigWig,human,MCF-7,ZNF24
1,ENCFF332GVH,GRCh38,[1],bigWig,1522158044,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/24/5af6f31b-5fe3-41b2-b377-59711ce05fe7/ENCFF332GVH.bigWig,human,MCF-7,ZNF24
0,ENCFF659QDG,hg19,[1],bigWig,1113481945,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/17/8e65ef96-986f-4af2-a7f5-bf2c5e2e6e6a/ENCFF659QDG.bigWig,human,MCF-7,SNIP1
0,ENCFF957VSD,hg19,[2],bigWig,824282661,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/30/bdc962ca-3345-4f34-8677-f26e8fdfb7c6/ENCFF957VSD.bigWig,human,GM23338,NANOG
1,ENCFF529CKP,hg19,"[1, 2]",bigWig,1162747988,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/30/ef066b41-f25d-4cb5-bb6c-931625b80dad/ENCFF529CKP.bigWig,human,GM23338,NANOG
0,ENCFF209DNX,GRCh38,[1],bigWig,445883534,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/9734601b-cb8b-4f35-9e14-bfaa514cd65d/ENCFF209DNX.bigWig,human,GM08714,ZNF274
1,ENCFF961VQG,GRCh38,"[1, 2]",bigWig,762267187,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/21771452-c9ff-4da6-9d48-11fdec345ede/ENCFF961VQG.bigWig,human,GM08714,ZNF274
0,ENCFF363DJS,hg19,"[1, 2]",bigWig,672424316,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/01/27/a4a2f88a-66f1-4de4-9f91-113e03f70ab9/ENCFF363DJS.bigWig,human,HepG2,PBX2
1,ENCFF053JPE,GRCh38,[1],bigWig,399088263,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/6401f226-df53-4266-acb9-9725af8d4ddb/ENCFF053JPE.bigWig,human,HepG2,PBX2
0,ENCFF988ULJ,GRCh38,[1],bigWig,883868191,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/0ce089f5-c498-47cc-8d70-accd0d48d136/ENCFF988ULJ.bigWig,human,K562,TEAD2
1,ENCFF923VES,GRCh38,"[1, 2]",bigWig,1424819527,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/e0752eb7-c0dd-4114-aa7d-ae0d1e4e2eed/ENCFF923VES.bigWig,human,K562,TEAD2
0,ENCFF839WNB,hg19,[1],bigWig,1289090039,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/17/fa64b829-1a14-4cc0-a5e6-fbfda4e71682/ENCFF839WNB.bigWig,human,K562,ZNF830
0,ENCFF921GJR,hg19,"[1, 2]",bigWig,1173260041,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/07/2be5d708-0646-4d32-b736-f9cb06f52068/ENCFF921GJR.bigWig,human,SK-N-MC,H3K27ac
1,ENCFF695FFO,GRCh38,"[1, 2]",bigWig,1147395465,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/07/ae497736-9088-42ca-afd0-83491318a850/ENCFF695FFO.bigWig,human,SK-N-MC,H3K27ac
0,ENCFF781RAH,GRCh38,"[1, 2]",bigWig,1879653622,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/17/c5cb6dc8-eae7-4b3b-af8a-2997119906a9/ENCFF781RAH.bigWig,human,Karpas-422,H3K27me3
1,ENCFF817VRZ,GRCh38,[2],bigWig,1317710508,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/17/f0d7e08d-e527-4461-881c-c736160ad1c2/ENCFF817VRZ.bigWig,human,Karpas-422,H3K27me3
2,ENCFF688YFD,hg19,[1],bigWig,1300616424,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/17/569bb0c6-9d86-42fd-8c10-10b353208ebc/ENCFF688YFD.bigWig,human,Karpas-422,H3K27me3
0,ENCFF689XFL,GRCh38,[1],bigWig,921703278,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/8d76f57d-dd59-406c-adaf-4b4dbd820a68/ENCFF689XFL.bigWig,human,K562,ILK
1,ENCFF524GCL,GRCh38,"[1, 2]",bigWig,1483895499,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/7e5507c7-623a-4613-930d-84fe9342c648/ENCFF524GCL.bigWig,human,K562,ILK
0,ENCFF388KAP,GRCh38,"[1, 2]",bigWig,721754804,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/df6bb27d-3b84-42b1-bf61-268e99b2583b/ENCFF388KAP.bigWig,human,GM12878,NFIC
0,ENCFF580PQR,GRCh38,[3],bigWig,859056967,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/14/f0fcfc30-6f05-408e-8820-b92e78aaf22b/ENCFF580PQR.bigWig,human,SK-N-MC,H3K4me3
1,ENCFF752ACR,hg19,[2],bigWig,934418289,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/14/fc291af2-90a3-4d5a-be3c-efb22a08fbc2/ENCFF752ACR.bigWig,human,SK-N-MC,H3K4me3
0,ENCFF286SQT,GRCh38,[1],bigWig,292488311,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/b58f9733-f16e-4a03-82ba-34dbbfe9b160/ENCFF286SQT.bigWig,human,HepG2,POLR2AphosphoS5
1,ENCFF757ZHO,GRCh38,[2],bigWig,497214929,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/49f5ef92-18b8-4b81-9b57-9d5bc15cdc4a/ENCFF757ZHO.bigWig,human,HepG2,POLR2AphosphoS5
2,ENCFF206RHP,GRCh38,"[1, 2]",bigWig,660356793,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/2e1f985e-4d29-438b-b458-14cf1f28a426/ENCFF206RHP.bigWig,human,HepG2,POLR2AphosphoS5
3,ENCFF846ZDQ,hg19,[1],bigWig,294440150,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/16/c531a84a-e2a4-46db-b45d-2c90ac8867e9/ENCFF846ZDQ.bigWig,human,HepG2,POLR2AphosphoS5
0,ENCFF051KHQ,GRCh38,"[1, 2]",bigWig,2003047293,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/17/b0ae1287-5684-46b8-b0a8-43553bdde02f/ENCFF051KHQ.bigWig,human,Karpas-422,H3K4me1
1,ENCFF207GHF,hg19,[2],bigWig,1709457844,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/17/89384eda-4578-420a-afdc-b354831b34eb/ENCFF207GHF.bigWig,human,Karpas-422,H3K4me1
2,ENCFF654TNX,hg19,"[1, 2]",bigWig,2013485089,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/17/6fd6a227-2e8e-4834-8f1b-da9b08927131/ENCFF654TNX.bigWig,human,Karpas-422,H3K4me1
0,ENCFF894CVE,GRCh38,[2],bigWig,228916877,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/1ca0e5c3-d867-483c-a4cf-2b2351251a92/ENCFF894CVE.bigWig,human,H1,TAF1
1,ENCFF689QWC,GRCh38,"[1, 2]",bigWig,405658769,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/ee338c03-9f67-450e-8d3a-5e2230365794/ENCFF689QWC.bigWig,human,H1,TAF1
2,ENCFF360PPQ,GRCh38,[1],bigWig,235229342,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/529ba770-8628-4481-b77c-e5363a73c06d/ENCFF360PPQ.bigWig,human,H1,TAF1
3,ENCFF744EAD,hg19,[1],bigWig,241665003,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/08/0e7b0e48-4fc3-4791-a22a-98e6e6bc2686/ENCFF744EAD.bigWig,human,H1,TAF1
0,ENCFF433CWQ,hg19,[2],bigWig,330441710,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/01/27/f5144a8a-80f9-44e5-8ac7-8280a1bd029f/ENCFF433CWQ.bigWig,human,GM23338,POLR2AphosphoS5
1,ENCFF624PGT,hg19,[1],bigWig,405357927,fold change over control,archived,https://encode-public.s3.amazonaws.com/2016/01/27/87944f5d-be17-458a-b36b-0cefa0b26ae5/ENCFF624PGT.bigWig,human,GM23338,POLR2AphosphoS5
2,ENCFF140EHF,hg19,"[1, 2]",bigWig,785583806,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/01/27/5f5fa294-a924-4d73-bd73-c8effa57ff6c/ENCFF140EHF.bigWig,human,GM23338,POLR2AphosphoS5
3,ENCFF455JXT,GRCh38,[1],bigWig,411889800,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/6f161217-a9a6-415e-be0c-c212366aa5dc/ENCFF455JXT.bigWig,human,GM23338,POLR2AphosphoS5
0,ENCFF736HYF,hg19,[1],bigWig,1204413692,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/17/2758c43b-3492-4f84-a316-168b878322fb/ENCFF736HYF.bigWig,human,GM12878,SRF
0,ENCFF336XOJ,hg19,"[1, 2]",bigWig,1514530433,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/09/0e496129-4109-42eb-8071-945549130735/ENCFF336XOJ.bigWig,human,OCI-LY7,CTCF
1,ENCFF455RLT,GRCh38,"[1, 2]",bigWig,1506244323,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/09/887ed09f-1055-4faf-b5bd-8b02de3308a1/ENCFF455RLT.bigWig,human,OCI-LY7,CTCF
0,ENCFF124AYA,hg19,[1],bigWig,1119743717,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/17/7413a498-03b8-41c4-993e-123f4746eecb/ENCFF124AYA.bigWig,human,GM12878,IKZF2
0,ENCFF819GZC,GRCh38,[1],bigWig,696688768,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/b60ebf0f-de65-435f-85cc-b2fa21bccfba/ENCFF819GZC.bigWig,human,GM12878,CBFB
1,ENCFF930HBS,GRCh38,"[1, 2]",bigWig,1005662567,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/df9c6384-b7d5-4dfb-9405-3dd0aba56793/ENCFF930HBS.bigWig,human,GM12878,CBFB
0,ENCFF177ZOK,GRCh38,[1],bigWig,1833709955,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/e01cd9ac-66c0-4149-bf94-fb99afb013ea/ENCFF177ZOK.bigWig,human,GM12878,IKZF2
0,ENCFF606UVH,GRCh38,[2],bigWig,962400523,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/17/bd37c7a6-ff96-4246-a1bc-dbde249640ae/ENCFF606UVH.bigWig,human,Karpas-422,H2AFZ
1,ENCFF058ECD,hg19,"[1, 2]",bigWig,1373699572,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/17/b1c17155-cded-4ae8-94d5-743cbac1e980/ENCFF058ECD.bigWig,human,Karpas-422,H2AFZ
0,ENCFF182AKM,GRCh38,[2],bigWig,1621096455,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/25/1dcf6bab-fb28-4a53-bd03-11a886c8ff17/ENCFF182AKM.bigWig,human,SU-DHL-6,H4K20me1
1,ENCFF649FAV,GRCh38,"[1, 2]",bigWig,2038636741,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/25/d5a7f1cf-5efd-43bd-88f3-f21bbbbd838f/ENCFF649FAV.bigWig,human,SU-DHL-6,H4K20me1
0,ENCFF923BHW,GRCh38,[1],bigWig,883918710,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/3a15042c-e9c3-4662-98ee-f86622c913ad/ENCFF923BHW.bigWig,human,K562,PTTG1
1,ENCFF570CAT,GRCh38,"[1, 2]",bigWig,1415072974,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/54833de3-a5b8-4357-9682-9f400452b86a/ENCFF570CAT.bigWig,human,K562,PTTG1
0,ENCFF372OSA,GRCh38,[1],bigWig,557000296,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/baa539df-5663-45b2-af17-5c5da4a37716/ENCFF372OSA.bigWig,human,A549,ZBTB33
1,ENCFF157GKA,GRCh38,[2],bigWig,580449229,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/697da3a4-7a36-41ee-b6e9-c7943df7429e/ENCFF157GKA.bigWig,human,A549,ZBTB33
2,ENCFF295LJY,GRCh38,"[1, 2]",bigWig,919630515,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/62e66ca7-579c-4202-a3ba-b4e6572ec03d/ENCFF295LJY.bigWig,human,A549,ZBTB33
0,ENCFF147HBD,hg19,[2],bigWig,1860602172,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/07/a61ec943-e8ca-4c82-8393-98e5b846e893/ENCFF147HBD.bigWig,human,HepG2,SMARCE1
1,ENCFF007HFA,GRCh38,[2],bigWig,1875874720,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/07/efa403ad-3387-48ea-bdbe-210d92ea6b48/ENCFF007HFA.bigWig,human,HepG2,SMARCE1
2,ENCFF824QRF,hg19,[1],bigWig,1939722244,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/07/f5b503c6-12da-4a8a-9ecd-24ccddf837e4/ENCFF824QRF.bigWig,human,HepG2,SMARCE1
0,ENCFF109UDY,hg19,[1],bigWig,1297252135,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/22/82f03a7d-5eb7-442c-87ef-27be1b27d9a5/ENCFF109UDY.bigWig,human,K562,NUFIP1
1,ENCFF949FTC,GRCh38,"[1, 2]",bigWig,1884751585,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/22/b62d4ace-8029-459f-9f6c-65c99221d11f/ENCFF949FTC.bigWig,human,K562,NUFIP1
0,ENCFF619MVG,hg19,[1],bigWig,236443727,fold change over control,released,https://encode-public.s3.amazonaws.com/2019/02/15/8838cc96-f400-4cf5-94ec-416ed9c1cff1/ENCFF619MVG.bigWig,human,K562,SPI1
1,ENCFF793CDO,GRCh38,[1],bigWig,238631239,fold change over control,released,https://encode-public.s3.amazonaws.com/2019/02/15/99f2b593-abcb-4fdb-9191-1dcea8486ca7/ENCFF793CDO.bigWig,human,K562,SPI1
2,ENCFF042VYC,hg19,[2],bigWig,225782498,fold change over control,released,https://encode-public.s3.amazonaws.com/2019/02/15/0c0e4f32-395c-45dc-bc14-0aa8f719474b/ENCFF042VYC.bigWig,human,K562,SPI1
0,ENCFF679UAG,GRCh38,[1],bigWig,533575404,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/999d535b-f9b9-4eb2-96ca-91d3ef9d3899/ENCFF679UAG.bigWig,human,A549,YY1
1,ENCFF074YBF,GRCh38,[2],bigWig,429292100,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/4c6363f9-7f68-41ce-9c7c-fe6de994d2f0/ENCFF074YBF.bigWig,human,A549,YY1
2,ENCFF882FLP,GRCh38,"[1, 2]",bigWig,815881280,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/df0d53f7-74e6-4ea1-b89a-159aed0ed654/ENCFF882FLP.bigWig,human,A549,YY1
3,ENCFF085ITE,hg19,[1],bigWig,536935101,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/08/5bf3f828-1845-4a07-865f-185cf92ffc0f/ENCFF085ITE.bigWig,human,A549,YY1
4,ENCFF151HNC,hg19,[2],bigWig,434708988,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/08/c07dabe8-5b9c-48ab-a0ed-b3c3ae37f5e6/ENCFF151HNC.bigWig,human,A549,YY1
0,ENCFF598FSR,hg19,[2],bigWig,196957766,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/21/11cd24f4-52f1-4cfc-ad6a-305e902d79bd/ENCFF598FSR.bigWig,human,GM12878,STAT3
1,ENCFF133SDO,hg19,"[1, 2]",bigWig,435622910,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/21/e453ff0a-19b4-4c79-94ad-6eb07e60505a/ENCFF133SDO.bigWig,human,GM12878,STAT3
0,ENCFF870NXD,GRCh38,[2],bigWig,1675872042,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/27/58ff59d2-c989-40ab-b858-45d101aac7a7/ENCFF870NXD.bigWig,human,SU-DHL-6,H3K27me3
1,ENCFF876SCB,GRCh38,"[1, 2]",bigWig,2141179934,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/27/85397f5c-626f-446e-8cd0-8f572c1df2e4/ENCFF876SCB.bigWig,human,SU-DHL-6,H3K27me3
0,ENCFF485HWP,GRCh38,[1],bigWig,419514546,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/10/1defe6cf-fa1d-4ed5-b28f-18b616cc5c9e/ENCFF485HWP.bigWig,human,H1,RBBP5
1,ENCFF692MWE,GRCh38,[2],bigWig,249624998,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/10/dd8e81a0-ad5e-430e-94ff-c08af1581bcf/ENCFF692MWE.bigWig,human,H1,RBBP5
2,ENCFF497ULZ,hg19,[2],bigWig,249935645,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/10/78525a81-5dae-4b9d-a674-e4c415c77432/ENCFF497ULZ.bigWig,human,H1,RBBP5
3,ENCFF308LUA,hg19,[1],bigWig,421525538,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/10/9030989a-f5fc-49e5-a8c3-1b5e28c33655/ENCFF308LUA.bigWig,human,H1,RBBP5
0,ENCFF762FBA,hg19,[1],bigWig,1846887602,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/17/f3af09dc-80f8-4b8e-a761-ff6dfa0c8038/ENCFF762FBA.bigWig,human,MCF-7,PPP1R10
0,ENCFF060CKC,hg19,[2],bigWig,790248392,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/03/1a332b40-0496-478a-91dd-e59308788892/ENCFF060CKC.bigWig,human,OCI-LY3,H2AFZ
0,ENCFF063GEV,GRCh38,[2],bigWig,1192705462,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/07/b17854fe-6b5c-4774-9e6c-315c0c466960/ENCFF063GEV.bigWig,human,GM12878,NR2C1
0,ENCFF966LFP,hg19,[2],bigWig,1265400181,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/14/43ba4f24-0fef-4f4a-89ee-35117b556d49/ENCFF966LFP.bigWig,human,HepG2,EZH2
1,ENCFF659XAS,hg19,[1],bigWig,852835198,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/14/8ae449de-6d66-4afa-a7ea-370b8245754b/ENCFF659XAS.bigWig,human,HepG2,EZH2
